,komentarz,nie,tak,klasa
3831,"Skoro francuscy eksperci nie mają złudzeń, to może wprowadzą lepsze środki bezpieczeńtwa na imrezach masowych, o ile takowe będą się w ogóle odbywać.",0,1,0
3832,"Dębski to uczciwy dzinnikarza
ma rację z tym 3 x 15%",5,2,0
3833,Nie lubie tego pana ale pierwszy raz choć widać że jest człowiekiem a nie robotem. Więc jak dla mnie pozytywnie.  Pytanie z czego ten śmiech.,5,4,0
3834,"NA PEWNO ORBAN SMSA WYSŁAŁ DO JARKA , LUB NOWE WSKAZÓWKI KTÓRE ZOSTANĄ UŻYTE NA DNIACH............",2,1,0
3835,"Panie Dębski niech się pan uspokoi, głęboko oddycha i trzeźwo rozejrzy - jest dobrze i będzie jeszcze lepiej, tylko niech pan nie słucha Michnika - bo od GW pana czarnowidztwo.",2,1,0
3836,no Lechu nawet dzieci wiedzą kim byłeś,57,26,0
3837,"Papież Franciszek w Sarajewie w czerwcu o III wojnie mowil. Do znaczy, ze wiedzial o tym dobrze i sciagal ludzi. No to mamy krucjate.Katolicko - muzulmanska.Podbicie protestantyzmu i zlozenie nowego przyczolka pod kalifat katolicko - muzulmanski.",0,0,0
3838,Jakiego koloru są zęby do picia wody?,1,1,0
3839,"Dokładnie tak, tak jak finansowanie kościola",5,3,0
3840,Zniszczył swoje akta a teraz domaga się poszukiwania swoich akt. bezczelny bolek.,46,23,0
3841,BRAWO DZIEWCZYNY - BRAWO !!!!!!!!!!!!!!!!,59,38,0
3842,ja chcę. mam 37 lat i kojarzy mi się z dzieciństwem. Teraz oglądam razem z mezem i synem.,5,3,0
3843,A co wolicie Znachora......Ble.......Przynajmniej przy Kevinie dzieci się pośmieją i to nie z przymusu....bo tak wypada........w Święta!,7,6,0
3844,Bardzo utalentowana i ladna dziewczyna,10,5,0
3845,Przestępcy działają nocą!,0,0,0
3846,Super gość.,2,1,0
3847,"Zobaczyl jak zloty leci na  dul ,",2,2,0
3848,"polaku, demokracji, a nie samowoli",2,1,0
3849,"przejeżdżając przypadkowo przez rodzinną wieś Wałęsy, brat zaproponował mi żebym wysiadł i wyraził pozytywną opinię o Wałęsie.Ledwo zdążyłem wsiąść do samochodu.Jak bym tam został,to nie pisałbym tego dzisiaj.",54,27,0
3850,To faktycznie miasto szybko zareagowalo jak od kilku miesiecy dochodzilo do molestowan.,52,26,0
3851,"Jemu nie wolno się śmiać, nie wolno smucić, bo będzie wyszydzony. Tak było zawsze",2,3,0
3852,Są ludzie co na kilkukrotne zginanie palca (wskazującego) też wybuchają salwą śmiechu...,0,0,0
3853,"Co ty taki nerwowy. Daj im chociaż te 100 dni, niech porządzą. Wtedy zobaczymy, a nie od razu na latarnie.",0,0,0
3854,"przecież to ruscy, zrzuca winę na tatarów lub ukraińców i dalej .....",4,2,0
3855,Bez honoru i wstydu bełkot Wałęsy nawet z dziećmi nie potrafi rozmawiać tylko ich wyzywać a to tylko dzieci.,53,18,0
3856,Brawo dziewczyna z charakterem .,1,0,0
3857,"Lech Wałęsa był agentem SB o numerze ewidencyjnym 12535 zarejestrowanym 29 XII 1970 jako tajny współpracownik ""Bolek"" i zwerbowanym prawdopodobnie 19 XII 1970 na zasadzie dobrowolności przez kpt. SB Edwarda Graczyka. Wyrejestrowano go z ewidencji operacyjnej SB 19 VI 1976 z powodu ""niechęci do współpracy"".
""Bolek"" przekazywał SB m.in. informacje o nastrojach na wydziale W-4 stoczni, okolicznościach podpalenia siedziby PZPR w Gdańsku, o odszkodowaniach za grudzień 1970 r, o próbie zakłócenia pochodu 1 maja w 1971 r. Ponadto identyfikował na filmie uczestników protestu grudniowego.
""Bolek"" donosił także na kolegów z pracy. Łącznie donosy objęły co najmniej 24 osoby, a przede wszystkim Józefa Szyllera. W rezultacie ofiary donosów były w rozmaity sposób prześladowane i szykanowane.
""Bolek"" kontaktował się z trzema oficerami SB â kpt. Edwardem Graczykiem, kpt. Henrykiem Rapaczyńskim i kpt. Zenonem Ratkiewiczem. W spotkaniu kontrolnym z ""Bolkiem"" wziął również udział kpt. Czesław Wojtalik. Donosy przekazywane były także za pośrednictwem rezydenta SB na terenie Stoczni Gdańskiej kpt. Józefa Dąbka.
""Bolek"" był oceniany pozytywnie przez funkcjonariuszy SB. Zwracano uwagę na jego punktualność, zdyscyplinowanie, chęć współpracy, skrupulatność, pomysłowość i zaangażowanie. Wykonywał zadania operacyjne także w trakcie choroby.
Zachowana dokumentacja dotycząca działalności TW ""Bolek"" jest na tyle skąpa, że nie pozwala na całościowy opis i ocenę jego aktywności.
W latach 70. gdańska SB miała czterech agentów o kryptonimie ""Bolek"", ale tylko jeden z nich mieszkał w Gdańsku i pracował w Stoczni Gdańskiej
W latach 1980-1981 Wałęsa utrzymywał poufne kontakty z władzami komunistycznymi, m.in. spotykał się skrycie z wiceministrem Spraw Wewnętrznych Adamem Krzysztoporskim.
Podczas internowania Wałęsy w stanie wojennym zainicjowano działania operacyjne, których celem było skompromitowanie go ujawnieniem współpracy z SB w oczach podziemia oraz świata zachodniego (tak by nie dostał pokojowej Nagrody Nobla).
W latach 90. z pomocą m.in. szefa MSW Andrzeja Milczanowskiego, zgromadzona na temat TW ""Bolka"" dokumentacja SB została dwukrotnie wypożyczona do Kancelarii Prezydenta i zdekompletowana przez Lecha Wałęsę.
W latach 90. zarzuty wobec Andrzeja Milczanowskiego, Jerzego Koniecznego i Gromosława Czempińskiego dotyczące utraty dokumentów dotyczących sprawy TW ""Bolka"" (zarzuty zgodne z art. 262 d.kk) zostały prawomocnym postanowieniem umorzone. Działanie to było podyktowanie zmianami w prawie karnym.
W latach 1992-1995 w miejsce niektórych oryginalnych dokumentów dotyczących sprawy TW ""Bolka"" pojawiły się fałszywki.
W roku 2000 Sąd Lustracyjny wadliwie ocenił dowody nt. Wałęsy i pominął ich część.
Komplet informacji na temat agenturalnej przeszłości osób publicznych w Polsce dziś znajduje się zapewne tylko w jednym miejscu. Nie w Warszawie, bo tu znaczną część zniszczono, a w Moskwie.",63,8,0
3858,Jarus mu kazał,3,0,0
3859,może skopiuje ten list i wyśle do UE,0,1,0
3860,PODOBNO wszyscy go słuchają  to popracował wcześniej i po co dwa razy to robić.PO ZA  TYM PISANO  ZE TELEFONU NIE UMIE OBSŁUGIWAC A TU TABLET I JESZCZE  SIĘ SMIEJE,0,0,0
3861,"TO POMNIK ZNIEWOLENIA ZA ZGODĄ ZACHODU . NIE JEST TO MIEJSCE POLEGŁYCH ŻOŁNIERZY I TO NIE DEWASTACJA MIEJSC POCHÓWKU .A ŻE RP TO NA SWOIM PODWÓRKU ROBIMY TO CO CHCEMY,PAZDRAWLAJU",1,0,0
3862,"teraz to trochę za póżno ,trzeba było dawno to zrobić w latach 90tych a nie jak miało sie teczkę u siebie.......",52,24,0
3863,Wiem. Oglądał mem z Angelą przebraną za Arabkę !,2,3,0
3864,"chyba najlepsza jest wersja, że Kaczyński podsunął kota Dudzie, a ten go ... podpisał!",0,3,0
3865,"Dobry tekst z tym jeżem!:)heheh:)I takich śmiesznych rzeczy więcej prosimy, a nie  kółko nagonka na PiS, który chce zrobić trochę porządku z tym bezprawiem...",2,5,0
3866,"Historia bywa przewrotna i lubi się powtarzać, dlatego tym którzy teraz rzucają pomyje na obecnych dziennikarzy TVP radzę ugryźć się w język, a jak mawia Jan Sztaudynger ,,I po co rzucać perły przed wieprze,
Pomyje dla nich o wiele lepsze,, to ku przestrodze zwolenników prawicowych hejterów.",2,1,0
3867,jak ty tutaj to czynisz?,3,0,0
3868,była dobra pisała prawdę dlatego zwolnili,7,4,0
3869,To proste- DOSTAŁ PRAWO JAZDY !!!!,1,1,0
3870,No i oto czym się prezes Kaczyński w sejmie zajmuje :),1,7,0
3871,Ach ci turyści - figlarze. Najpierw czołgami i bronią się na Krymie bawią a teraz już pokazy pirotechniczne urządzają.,0,5,0
3872,Niech zrobią szczyt o sytuacji w Niemczech.,13,5,0
3873,"Merytoryczna. kulturalna, mądra, sympatyczna wobec rozmówcy... .",7,4,0
3874,"najlepiej jakby niejaka poslanka PO Krzywonos zaswiadczyla, ze Walesa nie byl agentem",45,21,0
3875,"Kolejna mądra osoba odchodzi, szkoda.",3,0,0
3876,"Prezes ma rację!! Przecież UE, Niemcy, nie dopuszczają nas to swoich spotkań, posiedzeń!!! Zrozumcie to! Zachód wymusza na nas jawność posiedzeń i spotkań a tymczasem sami nie dopuszczają nas do swoich!! Na których pojawiają się decyzje które działają na szkodą Polski!!!",4,1,0
3877,"Od czasów filmów ""płaszcza i szpady"" z Jeanem Marais- branie nocą wydaje się skuteczniejsze.",0,0,0
3878,"Ufam i popieram  praworządne działania Pana Prezydenta i Polskiego Rządu postępują odpowiedzialnie, spokojnie i sukcesywnie  wprowadzają wszystkie tzw przedwyborcze obietnice ale  robią  to sukcesywnie, bez narażania Państwa pogrążonego  w zapaści ekonomicznej przez przez poprzedni wykopany rząd  na ""bardzo trudny budżet"" gratuluję i życzę powodzenia  we wszystkich działaniach mają Państwo ogromne poparcie społeczeństwa",3,2,0
3879,"Jestem za wprowadzeniem JOWów, najlepsi wygrają.",8,3,0
3880,"Kiedy Polacy zrozumieją. że wszystkie partie są takie same. Tam są ludzie którzy jak wszyscy mają dobre i złe skłonności. Dlatego musi być TK  I Konstytucja, która nie pozwala władzy się zagalopować. Natomiast nie wierzcie we wszystko co jest w mediach bo zawsze pisze się źle o poprzednika. Taka natura ludzka",6,1,0
3881,"Bardzo siię cieszę :) .Lubilam i nadal lubie ogladac Kevina . Moj synek , ktory ma juz 5 lat tez uwielbia niech dalej przechodzi z pokolenia na pokolenie",9,7,0
3882,"A kto to jest ta kobieta ...!!! Widać od razu że nie potrafi porządku utrzymać przy sobie i tylko kasa ją rajcuje ale to "" babska "" przywara !!!",9,8,0
3883,"Szacun, Panie Schulzâş",5,1,0
3884,Ciekawe... Jeśli dziś ktoś ma prawo do posługiwania się tytułem kalifa wszystkich muzłumanów to jest to król Arabii Saudyjskiej a nie bojownicy IS.,0,1,0
3885,"""Strategia, by interpretować zwycięstwo wyborcze jako mandat do transformacji kraju"" Ten cud demokracji - Partie które wygrywają demokratyczne państwowe wybory, bo ludzie chcą zmian, nie są uprawnione do przeprowadzania takich zmian? Jedna watach przeciwko drugiej watahy, opowiada bzdury w te same ciapki, ale odwrócone kolory.. Nie macie kontroli na tymi ""demokratami"", bo nawet nie wiecie publicznie czyją ""demokratyczną"" prywatną własnością ""państwową"" jest prywatnie taki ""państwowy"" ""demokrata""... Taka żonglerka wyznawcza, zaklęciami podziałów i przeistoczeń nie do pojęcia dla religiantów duchów ,""prawa"" czy ""wartości""....",6,5,0
3886,Obiektywni dziennikarze nie powinni się obawiać.,106,57,0
3887,"Popieram całkowicie.Wystarczy,że jestem Polką.",2,1,0
3888,"Sondaż zrealizowany został przez Millward Brown SA dla ""Faktów"" TVN i TVN24 18 ,,,,,,,,wiec bez komentarza",26,5,0
3889,"Wywiad w TV? Te oszczerstwa bardziej nadaja sie do sadu.
Ja bym żądał odszkodowania za straty moralne. I zadoscuczynienia.",2,0,0
3890,"Ja znam tych ""nieznanych sprawców"". To SBU !",2,0,0
3891,to nie jest tatarska ziemia . tatarzy byli tam okupantami zanim rosja zaczeła okupować krym. Czyli dwuch okupantów sie bije a ukraińcy czyli nic nie mogą zrobić no bo krym należał do Polski,0,3,0
3892,"PAŃSTWO ISLAMSKIE TO JE TOTALNE NIEPOROZUMIENIE, KTÓRE W DODATKU ZA DŁUGO JUŻ ISTNIEJE. A EUROPA NIE MA JAJ...",0,11,0
3893,piotrowicza i jasinskiego albo kaczynskiego boguslawa buahahah,4,3,0
3894,"Jesteśmy z Panią, Pani Karolino.",6,3,0
3895,cóż codziennie tysiące ludzi zmienia pracę i nikt o tym nie pisze,1,0,0
3896,Po nowelizacji każdy  Polak otrzymał prawo do wglądu i w ten laptop/tablet. Nie jest źle.,1,4,0
3897,A co zrobili z gabinetem premiera Olszewskiego? panie Biernacki pan wie i milczy.,0,1,0
3898,Teatrzyk przed teatrzykiem :),1,0,0
3899,"Brawo, mimo tak ogromnego ataku opozycji na rząd w Polsce jak i zagranicą Pis-owi rośnie poparcie ! Ludzie zrozumieli wreszcie, ze mamy rząd, który walczy o Polskę a nie o stołki w Brukseli !",2,0,0
3900,"Rozbawiła go obecna sytuacja i coraz większa fala krytyki międzynarodowej.
Fajnie wszystko idzie po mojej myśli.......",0,4,0
3901,a ja zadam oddania naszego samolotu i czarnych skrzynek,1,0,0
3902,"Obudź się Europo.!!!!!
Walka na argumenty nic nie da!!!!",1,19,0
3903,"Widzę, że powoli wstajecie z kolanđ. Brawo, trzymajcie tak dalej!!",2,1,0
3904,chwala putlerowi!!!hehehe,1,1,0
3905,"Czytal o blogoslawienstwach i doszedl do "" blogoslawieni ubodzy...""",1,1,0
3906,A tam nie ma związku zawodowego do obrony pracowników????,2,1,0
3907,Po najpierw posłuchaj w jakim tonie mówiła pani Wielowieyska Jest stara jak ludzkość zasada- to co dajesz innym wraca do Ciebie z nawiązką. Tyle w temacie,2,1,0
3908,to samo co ty tutaj,1,0,0
3909,"Jak sie nie ma zebow to o jedzeniu mozna pomarzyc,co najwyzej mozna pomlaskac.",31,27,0
3910,Tak się PO PSL i ten z pod Birgołaja i tak zwani obiektywni dziennikarze bardzo się boją za rząd chce pomóc najuboższym że chce przywrócić godność biednego .Karmiono nas wysokim pkb dobrobytem i w tym dobrobycie miliony polaków skazanych było na wyjazd za chlebem nie stwierdzono fali zarobkowej z uni do polskiego dobrobytu,25,8,0
3911,TK czyli ten co pozwalał na wszystko PO wbrew często przeciw konstytucji ale ją naciągali,79,49,0
3912,"Właśnie myślę,że jedną i drugą funkcję łączy.Nie bez powodu lud gałki przewraca z wrażenia i w sondażach nagradza procentami.",0,3,0
3913,Fajny jest Kaczor. Powinien częściej się uśmiechać.,1,0,0
3914,"kiedy wywalą Racewicz ,nie mogę już patrzeć na Panoramę",1,0,0
3915,A może do przodu Putin?,4,0,0
3916,"Dlaczego w meczetach, wszystkich meczetach, nie nauczają, że za zabijanie niewinnych ludzi nie idzie się do raju. Idzie się do piekła. To sposób na zaprzestanie, a na pewno znaczne zmniejszenie chętnych do terrorystycznych ataków samobójczych. Tam gdzie wzywają do terroru zamykać i meczet i ""duchownego"". Jeżeli nie wierzycie, że to zadziała to przynajmniej spróbujcie.",0,4,0
3917,"Wybory co 10 lat, żeby PiS mógł zrealizować obietnice wyborcze!",1,0,0
3918,"Będą ńowi,ale problem",2,1,0
3919,jak każdy :),25,24,0
3920,"Uczciwie przyznać muszę ,że powialo różnorodnością.  Inni komentatorzy i o dziwo
bardziej kulturalne bez przerywania w nieodpowiednim momencie prowadzenie programu.",1,0,0
3921,Ruskie będą miały pretekst żeby zająć następny kawałek Ukrainy!!!,9,23,0
3922,"Wlasciwie jedyna odpowiedzia tego pana niezaleznie od pytania bedzie: ""Ja walczylem, ja wygralem, ja to, ja tamto...itd itp""",42,17,0
3923,CIEKAWE JAKIEJ BRONI UŻYLI DOKONUJĄC TEGO PRZEJĘCIA SŁUŻB NOCĄ,0,0,0
3924,"Gdy Jarek się śmieszy, to się Putin cieszy!",0,1,0
3925,Za cztery lata będzie odwrotnie.,1,0,0
3926,"na razie to ortykul o niczym- jak okaze sie prawda to bedzie afera a jak nie, to nie bedzie afery, wiec poco takie oartykuly? Na zamowieni PiS-u? i tak wiadomo ze PiS i PO to jedna rodzina",5,3,0
3927,"Ciekawe są te komentarze, obrażacie specjaliste z 30 letnim stażem  pracy a jednoczesnie  zapominacie, iż w czasie kiedy kilka lat temu rządził pis ona pracowała w tej samej telewizji, wiec zastanówcie się nad tym co niektórzy komentują i piszą.pozdrawiam myślicieli :)",2,0,0
3928,Ale jej nie kradna tak jak wy !,0,0,0
3929,"Muzułmanie otwarcie przyznają, że nie obowiązuje ich prawo kraju, w którym przebywają, jeśli nie jest to prawo szariatu. Dlatego nie rozumiem ich osiadania się w Europie.",0,9,0
3930,żadna sztuka czy sport nie powinien być opłacany z podatków tylko z biletów z resztą sponsorowanie jak i reklama to pranie brudnej kasy- P. Kempa pewnie za mało żarliwie się modli,4,3,0
3931,Ja też to przeczytałem niestety w pracy - na szczęście mogłem wyjść do łazienki.,1,0,0
3932,"nie martwcie się, za 3 lata wrócicie",4,1,0
3933,Zobaczył obietnice dudy i szydłowej,2,6,0
3934,I dobrze.,2,1,0
3935,"Wybaczcie Rosjanie, wszak oni nie wiedzą co czynią.",3,1,0
3936,"ISIS najbardziej pożyteczny dla Izraela, któremu to czyści terytoria",1,3,0
3937,"Czytając te wszystkie żale dziennikarzy, ze zostają zwolnieni z pracy wygląda na to, że dzieje się tragedia narodowa. TVP traci najlepsze córki i synów, tragedia niesamowita. Tak wielka tragedia, że piszą donosy do Brukseli na łamanie demokracji . Jakoś media nie interesują się tysiącami osób które z dnia na dzień tracą pracę. Nie interesuje je wcale los tych ludzi. Bo cóż jest ciekawego w tym, że pracę traci jakaś szwaczka, jakiś monter na taśmie. Najważniejsze jest to, że dziennikarze tracą pracę, wygląda to tak jakby dziennikarze byli świętymi krowami ich zwolnienia z pracy nie obejmują. A to się grubo pomylili. Nawet mądrale lisowie traca pracę.",175,96,0
3938,"pilegniarka. A co nas takiego czeka? Może jakieś konkrety, zamiast propagandy ""sukcesu PiSu""?",1,3,0
3939,No niech ten cały KOD się zajmie tą sprawą zamiast trybunałem i będzie oki.,53,36,0
3940,"Oj tam oj tam ,tylko nie ma prądu. Nie takie warunki potrafią Rosjanie wytrzymać",0,3,0
3941,"Sondaż CBOS - Wp - nie bądźcie śmieszni, organizacja powołana dla celów rządowych, i to jeszcze za komuny",4,1,0
3942,dlaczego tylko ministrowie tak uważaja?! - ja też!!!,388,136,0
3943,Brawo Jarek.Też się uśmiałam do rozpuku.,0,0,0
3944,"Potrzeba nowych, ciepłe stołki w TV to PRL-ia. Bardzo dobrze, niech idzie nowe!!!",21,7,0
3945,"To w najmniejszym stopniu nie uprawnia PiS do działania wbrew prawu ,konstytucji i przyzwoitości.",4,3,0
3946,To nasz kraj i wara od Polski. Niech oddadzą nasz wrak samolotu.,4,1,0
3947,TAK WYGLADA DWOCH SPISKOWCOW PIS PRZECIW POLSCE,2,1,0
3948,"Mnie, by usunęli z pracy w trybie natychmiastowym za takie zachowanie. No cóż nie jestem nim",0,4,0
3949,lubimy Pana prezesa:)))))))))))))))0,0,1,0
3950,"17-sto wiecznt list. Ta jasne . Smerfy oglądał,",0,0,0
3951,pewnie zaproponuje rozbiory polski,103,55,0
3952,"Polska to Unia, Lech Kaczyński podpisał traktat lizboński i powinnyśmy jako członek UE respektować obowiązujące standardy.",16,1,0
3953,Najwazniejsza rzecza jest by nie wpuszczac do kraju muzelmanskich imigrantow  socjalnych jak im sie to uda to beda mieli jeden glos wiecej.,264,120,0
3954,Chcialo się mieszkańcom Krymu Rosji to mają,6,6,0
3955,"Przypominam, że szeregowi w Polsce służą tylko do 12 lat.",0,1,0
3956,"Pis to nie była moja bajka , ale w obecnej sytuacji politycznej jestem za Pis i w 100% popieram tę partię",3,2,0
3957,"jakos inne agencje nie poszly za ciosem.
Poczytaj sobie o tej agencji i ugodach sadowych -bo wiedzieli, ze oszukuja.",40,17,0
3958,"Dawaj życiorys Piotrowskiego, porównamy",2,1,0
3959,tez sie usmiałam -smiech to zdrowie prezes ma duze poczucie humoru z tej strony go nie znacie.,0,0,0
3960,"dodaj więcej nazwisk, pierwszy z brzegu  Macierewicz Antoś itd",13,1,0
3961,"domagamy się , coś się Rosji popier...ło, to nie ich rządy. ROZEBRAĆ TEN POMNIK I INNE I KŁOPOT Z GŁOWY. Co z czołgami wejdą? Niech wchodzą. drugiego kremla tu nie będzie, niech na to nie liczą.",2,0,0
3962,kto to jest Braun?,3,0,0
3963,"Jest to uzasadniony pretekst by Putin wysłał tam swoje brygady ""remontowe"".",30,168,0
3964,Zamiast słuchać i pracować. to sobie ogląda jakieś śmieszne filmiki z kotami ;p,2,6,0
3965,"Komisje powinny być! Zresztą wszystko odbywa się na oczach narodu. A już myśleli, że wszystko uda się im zamieść pod dywan? Nie ma zbrodni bez kary-  mówi Mickiewicz.",1,0,0
3966,"Mówią,że kradzione nie tuczy ,,panie"" putin.",4,6,0
3967,"nie wiem dlaczego ale lubie nawet tego jarka ,taki spontaniczny sie wydaje",1,0,0
3968,"Denerwują mnie samowolne decyzje tych, którzy rządzą. Czy przyjmiemy uchodźców powinien zdecydować Naród! Kto na nich będzie łożył? Pani Kopacz? Szydło? Duda? NIE - zapłacimy my - Kowalscy i Nowakowie. I to my będziemy musieli bronić córek i żon. 
Jeżeli zatem ktoś mnie zapyta, czy chcę przyjąć âŹ-migrantów, którzy są tak różni od nas jak marsjanie, których trzeba utrzymać, dać jeść, dać mieszkanie i pracę, a w zamian będą gwałcić i robić zamachy, to odpowiadam nie. Po 1000-kroć nie. I będę pierwszy, który rzuci kamień.
Jesteśmy niezamożnym krajem i ten, kto uważa że pieniądze na âŹ-migrantów są bardziej potrzebne naszym dzieciom, sierotom i niepełnosprawnym, niech ""polubi"" ten post...",1,99,0
3969,...to prezes potrafi się śmiać?????????,145,315,0
3970,Demonstracje powinny być zakazane powyżej 100 osób.,10,2,0
3971,"Ten co na nikogo nie głosował, wiec nie masz prawa komentować",5,1,0
3972,"Dlaczego nie atakuje Putina to państwo islamskie?
Czy ktoś może wie",2,1,0
3973,"A jak opuszczałem lekcję dostawałem pałę a oni odprawy, premie, nagrody, dopłaty, ulgi, diety, karnety, darmowe ubezpieczenie ... mi za liceum kazano płacić mimo, że było państwowe. Płaciłem za ubezpieczenie, poprawki, znamy terminów, karnety, pomoc naukowe.",34,11,0
3974,... to nie Polska... jeszcze.,0,1,0
3975,"Nie zdziwię się jak islamiści zaatakują Bały dom tak jak to było na filmie "" Olimp w ogniu"".",0,2,0
3976,co jak co ale usmiechniety i rozbawiony od razu lepiej sie prezentuje taki jakis bardziej ludzki:),1,0,0
3977,rozpłakałem się,1,0,0
3978,Nie powinieneś wyśmiewać się z rodziców ;),7,7,0
3979,Widocznie tak miało być.  Zasłużyła sobie Pani.,1,0,0
3980,"ja tez to czytałem zaje,.biaszcze",0,0,0
3981,jak bede mogl ogladac to zaplace.,3,1,0
3982,"A co ma jedno do drugiego? Przecież za darmo im tego prądu nie wysyłają a Ukraina ma sporą nadwyżkę produkcji prądu z elektrowni atomowych i chętnie go sprzeda. Z tego co wiem, Kulczyk robił z nimi jakieś interesy w tym zakresie, bo wychodziło taniej niż produkować z naszego węgla. Wstrzymanie dostaw prądu na Krym to strata dla ukraińskiej energetyki.",0,0,0
3983,Donald odwal ty się wreszcie od naszego kraju.,7,3,0
3984,"Dobre,dołożę się do biletu",1,0,0
3985,podaj co takiego dobrego zrobiła po przez 8 lat to moze mnie przekonasz tusk obiecywał obniżkę podatków a podniósł vat zus nie obiecywał a podniósł wiek emerytalny itp Tłumaczyli sie ze nic nie mogą zrobic bo co powie unia,24,8,0
3986,"I Polska ma gotowca na odpowiedź Brukseli:))), Panie Prezesie.",1,0,0
3987,"czytajcie Sumlińskiego, będzie dla was jasne dlaczego jest jak jest",1,12,0
3988,"NAUKI TYLKO OD JEZUSA !NOTABENE mnie WYSTARCZY IDEOLOGIA JEZUSA I KRZYZ!JEZUS NIE OBALAL MIMO WSZECHWLADZY cesarstwa! NIE CHCIAL WOJEN!""BOGU CO BOSKIE SESARZOWI CO CESARSKIE"".JEDEN PASTERZ I JEDNA OWCZARNIA!podobno ludzie są omylni.Nawet duszpasterze tak twierdzą !MÓWIL ""POKOJ WAM"".MY DODALISMY ""PRZEKAZCIE SOBIE ZNAK POKOJU""TAK TRZYMAC!!!",1,0,0
3989,"Wszystkiego dobrego Pani Karolino ! Będę czekać  na Pani powrót do TV.  Była pani prawdziwą ""babą z jajami""",5,2,0
3990,"Ale nowina...każda władza zmienia obsady stanowisk i przyznaje je zaufanym osobom zwłaszcza kluczowe stanowiska , nowina byłaby jakby tych ludzi nie usunięto a tak to normalna rzecz.",0,6,0
3991,Brawo  Polsat. Bez Kevina nie ma świąt ;)),10,9,0
3992,"Zanim zaczniecie cokolwiek komentować, najpierw powinniście przeczytać list atamana siczowego Iwana Sirki do sułtana tureckiego Mehmeda IV. Jest naprawdę znakomity - w identyczny sposób powinna pisać polska dyplomacja do naszych przyjaciół z Unii Europejskiej. Zwłaszcza w sprawie islamskich emigrantów. Ten list jest wzorem twardej dyplomacji i właśnie to Kaczyńskiego tak cieszy. Polska powstaje z kolan, Polska już nie będzie sługą Niemiec, Polska zaczyna walczyć o swoje. Brawo Kaczyński!!!",5,5,0
3993,"KOD, na ulicę natychmiast. I głośno protestować! Demokracja zagrożona!",623,498,0
3994,"Tak sobie kalkuluję, że 40 lat stażu dla Pań z uwzględnieniem w tym stażu urlopów macierzyńskich i wychowawczych oraz 45 lat składkowych dla Panów to granice niezawyżone. Jak ktoś tych warunków nie spełnia to powinien być tak Panie jak i Panowie w wieku min. 65 lat , co by uprawniało do emerytury. Takie rozwiązanie Państwo Polskie wytrzyma na pewno - a i rolnicy nie byli by wyróżnieni. Proszę to rozważyć z zimną głową bo padniemy finansowo.",3,2,0
3995,Czas na powołanie Armii Krajowej.,0,2,0
3996,a  nas ''nieznani sprawcy'' okupowali do 89r,1,2,0
3997,100 % RACJI,0,3,0
3998,"Taaa, weszli w wojnę totalną bo totalnie dostają po tyłku od Rosji.",0,1,0
3999,A do tego IPN-u to go motorówką zawiozą?,63,27,0
4000,"Moze miler do niego napisal  ,ze chce do pisu",8,31,0
4001,"USA przynajmniej nazwy nie musza zmieniac, United States of Arabians",1,2,0
4002,"Złapał  Rusek Tatarzyna ,  a Tatarzyn za łeb trzyma. .....",6,10,0
4003,uwielbiam Jarosława!Patriota z dystansem prawdziwy Polak!,2,3,0
4004,"Wstydź się, po polsku piszemy ""nierówno""-łącznie i twarze,nie ryje.Przed spójnikiem przecinek.",0,0,0
4005,"Hm,nosił wilk razy kilka,ponieśli i wilka,he,he.",3,1,0
4006,"Karolina jestes spoko, tak trzymaj",2,1,0
4007,władza szybko zrobi porządek ! będzie ból !,0,0,0
4008,Stawiam na zielone ludziki.,3,8,0
4009,"teraz ? , hehe dobre , jak ipn wyczyszczony ? ma gość tupet ;)",55,29,0
4010,"tez tego ucza, podobnie jak w wiekszosci  kosciolow chrzescijanskich, ale wiesz jacy sa ludzie",0,0,0
4011,"Uważam,że PIS popełnia bardzo duży błąd zwalniając dobrych dziennikarzy.
Teraz wszyscy dziennikarze muszą chwalić PIS, Żadna krytyka jest niedozwolona.  Oglądalność zmniejszy się znacznie!!!!",11,3,0
4012,"Paradoksem jest, że na ołtarzu wolności Ukrainy złożono daninę krwi bezbronnych Polaków. Rosjanie wywozili naszych rodaków na Syberię, Niemcy na roboty albo do obozów koncentracyjnych, a Ukraińcy mordowali bezlitośnie całe wioski w imię samostijnej Ukrainy. Przeżyli ci, którym cudem udało się schować i uciec. Natomiast Szczerek nazywa to tylko ""drogą do wolnej ukrainy"". Coś tu chyba nie tak.",3,6,0
